"circuitId","year","raceId","driverId","constructorId","resultId","number","grid","position","positionText","positionOrder","time","Air.Temp","Track.Temp","Rainfall","Wind.Speed","track_group","Fastest_Qual","driverRef","team_rank","final_position","constructorRef","circuitRef","Rainfall2","qualifying_mil","qualifying_dif","Turns","Sharp.Turns","dist_s_turns","dist.mi","dist_turns","turns_s_mile","turns_mile","Type"
10,2018,999,830,9,23986,33,4,4,"4",4,"7.654",26.40192308,40.66826923,"1/4 Race",2.008653846,"Med_Speed","01:11.8","max_verstappen",5,4,"red_bull","hockenheimring","Wet",71822,1.008565972,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2018,999,832,4,23994,55,8,12,"12",12,"43.069",26.40192308,40.66826923,"1/4 Race",2.008653846,"Med_Speed","01:12.7","sainz",2,6,"renault","hockenheimring","Wet",72692,1.020783014,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2018,999,842,5,23996,10,16,14,"14",14,"\N",26.40192308,40.66826923,"1/4 Race",2.008653846,"Med_Speed","01:13.7","gasly",8,7,"toro_rosso","hockenheimring","Wet",73749,1.035626018,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2018,999,844,15,23997,16,9,15,"15",15,"\N",26.40192308,40.66826923,"1/4 Race",2.008653846,"Med_Speed","01:12.7","leclerc",6,8,"sauber","hockenheimring","Wet",72717,1.021134079,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2019,1020,1,131,24414,44,1,9,"9",9,"19.667",21.50340136,26.4414966,"Full Race",1.006122449,"Med_Speed","01:11.8","hamilton",1,5,"mercedes","hockenheimring","Wet",71767,1,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2019,1020,8,51,24417,7,5,12,"12",12,"42.214",21.50340136,26.4414966,"Full Race",1.006122449,"Med_Speed","01:12.5","raikkonen",4,6,"alfa","hockenheimring","Wet",72519,1.010478354,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2019,1020,830,9,24406,33,2,1,"1",1,"44:31.3",21.50340136,26.4414966,"Full Race",1.006122449,"Med_Speed","01:12.1","max_verstappen",2,1,"red_bull","hockenheimring","Wet",72113,1.004821157,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2019,1020,832,1,24410,55,7,5,"5",5,"9.583",21.50340136,26.4414966,"Full Race",1.006122449,"Med_Speed","01:12.6","sainz",5,4,"mclaren","hockenheimring","Wet",72632,1.012052893,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2019,1020,840,211,24409,18,15,4,"4",4,"8.966",21.50340136,26.4414966,"Full Race",1.006122449,"Med_Speed","01:13.3","stroll",5,3,"racing_point","hockenheimring","Wet",73256,1.020747697,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
10,2019,1020,842,9,24419,10,4,14,"14",14,"\N",21.50340136,26.4414966,"Full Race",1.006122449,"Med_Speed","01:12.4","gasly",2,7,"red_bull","hockenheimring","Wet",72385,1.0086112,12,9,0.315777778,2.842,0.236833333,3.166783955,4.222378607,"Race"
103,2020,1046,20,6,24937,5,13,12,"12",12,"22.611",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:54.2","vettel",5,6,"ferrari","bahrain","Dry",54175,1.014950259,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
103,2020,1046,8,51,24939,7,18,14,"14",14,"26.153",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:55.0","raikkonen",7,7,"alfa","bahrain","Dry",54963,1.029713172,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
103,2020,1046,815,211,24926,11,5,1,"1",1,"31:15.1",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:53.8","perez",2,1,"racing_point","bahrain","Dry",53787,1.007681211,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
103,2020,1046,822,131,24933,77,1,8,"8",8,"15.389",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:53.4","bottas",1,4,"mercedes","bahrain","Dry",53377,1,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
103,2020,1046,832,1,24929,55,8,4,"4",4,"12.58",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:53.8","sainz",6,3,"mclaren","bahrain","Dry",53818,1.008261985,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
103,2020,1046,840,211,24928,18,10,3,"3",3,"11.869",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:53.8","stroll",2,2,"racing_point","bahrain","Dry",53840,1.008674148,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
103,2020,1046,842,213,24936,10,9,11,"11",11,"20.527",20.94724409,23.46929134,"Dry",1.948031496,"Med_Speed","00:53.9","gasly",2,5,"alphatauri","bahrain","Dry",53941,1.010566349,9,3,0.734,2.202,0.244666667,1.36239782,4.08719346,"Race"
11,2018,1000,1,131,24003,44,1,1,"1",1,"37:16.4",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:17.4","hamilton",1,1,"mercedes","hungaroring","Dry",77419,1.009821825,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,20,6,24004,5,4,2,"2",2,"17.123",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:16.7","vettel",3,2,"ferrari","hungaroring","Dry",76666,1,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,8,6,24005,7,3,3,"3",3,"20.101",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:17.5","raikkonen",3,3,"ferrari","hungaroring","Dry",77526,1.011217489,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,815,10,24016,11,19,14,"14",14,"\N",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:19.2","perez",8,7,"force_india","hungaroring","Dry",79200,1.033052461,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,822,131,24007,77,2,5,"5",5,"50",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:17.1","bottas",1,4,"mercedes","hungaroring","Dry",77123,1.005960921,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,832,4,24011,55,5,9,"9",9,"\N",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:17.8","sainz",6,6,"renault","hungaroring","Dry",77829,1.015169697,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,840,3,24019,18,15,17,"17",17,"\N",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:18.6","stroll",7,8,"williams","hungaroring","Dry",78560,1.024704563,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2018,1000,842,5,24008,10,6,6,"6",6,"+1:13.273",33.7588785,51.08971963,"Dry",1.142990654,"Med_Speed","01:18.6","gasly",5,5,"toro_rosso","hungaroring","Dry",78577,1.024926304,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,1,131,24426,44,3,1,"1",1,"35:03.8",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:14.8","hamilton",1,1,"mercedes","hungaroring","Dry",74769,1.002641742,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,20,6,24428,5,5,3,"3",3,"+1:01.433",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:15.1","vettel",5,3,"ferrari","hungaroring","Dry",75071,1.00669152,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,8,51,24432,7,10,7,"7",7,"\N",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:16.0","raikkonen",8,7,"alfa","hungaroring","Dry",76041,1.019699083,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,815,211,24436,11,16,11,"11",11,"\N",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:17.1","perez",9,9,"racing_point","hungaroring","Dry",77109,1.034020812,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,822,131,24433,77,2,8,"8",8,"\N",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:14.6","bottas",1,8,"mercedes","hungaroring","Dry",74590,1.000241377,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,830,9,24427,33,1,2,"2",2,"17.796",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:14.6","max_verstappen",3,2,"red_bull","hungaroring","Dry",74572,1,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,832,1,24430,55,8,5,"5",5,"\N",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:15.9","sainz",7,5,"mclaren","hungaroring","Dry",75852,1.017164619,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,840,211,24442,18,18,17,"17",17,"\N",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:17.5","stroll",9,10,"racing_point","hungaroring","Dry",77542,1.039827281,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,842,9,24431,10,6,6,"6",6,"\N",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:15.5","gasly",3,6,"red_bull","hungaroring","Dry",75450,1.011773856,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2019,1021,844,6,24429,16,4,4,"4",4,"+1:05.250",25.66,44.09692308,"Dry",1.193846154,"Med_Speed","01:15.0","leclerc",5,4,"ferrari","hungaroring","Dry",75043,1.006316044,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,1,131,24666,44,1,1,"1",1,"36:12.5",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:13.4","hamilton",1,1,"mercedes","hungaroring","Dry",73447,1,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,20,6,24671,5,5,6,"6",6,"\N",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:14.8","vettel",5,5,"ferrari","hungaroring","Dry",74774,1.01806745,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,8,51,24680,7,20,15,"15",15,"\N",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:16.6","raikkonen",9,9,"alfa","hungaroring","Dry",76614,1.043119528,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,815,211,24672,11,4,7,"7",7,"\N",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:14.5","perez",3,6,"racing_point","hungaroring","Dry",74545,1.014949555,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,822,131,24668,77,2,3,"3",3,"9.452",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:13.6","bottas",1,3,"mercedes","hungaroring","Dry",73554,1.001456833,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,830,9,24667,33,7,2,"2",2,"8.702",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:14.8","max_verstappen",8,2,"red_bull","hungaroring","Dry",74849,1.019088594,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,832,1,24674,55,9,9,"9",9,"\N",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:15.0","sainz",7,7,"mclaren","hungaroring","Dry",75027,1.021512111,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,840,211,24669,18,3,4,"4",4,"57.579",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:14.4","stroll",3,4,"racing_point","hungaroring","Dry",74377,1.012662192,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2020,1033,844,6,24676,16,6,11,"11",11,"\N",20.74179104,27.12985075,"Minimal",1.559701493,"Med_Speed","01:14.8","leclerc",5,8,"ferrari","hungaroring","Dry",74817,1.018652906,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2021,1062,1,131,25167,44,1,2,"2",2,"2.736",27.22670157,37.82251309,"1/4 Race",0.567539267,"Med_Speed","01:15.4","hamilton",1,1,"mercedes","hungaroring","Wet",75419,1,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2021,1062,20,117,25185,5,10,NA,"D",20,"\N",27.22670157,37.82251309,"1/4 Race",0.567539267,"Med_Speed","01:16.8","vettel",4,6,"aston_martin","hungaroring","Wet",76750,1.017648073,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2021,1062,8,51,25175,7,13,10,"10",10,"\N",27.22670157,37.82251309,"1/4 Race",0.567539267,"Med_Speed","01:17.6","raikkonen",6,5,"alfa","hungaroring","Wet",77553,1.028295257,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2021,1062,830,9,25174,33,3,9,"9",9,"+1:20.244",27.22670157,37.82251309,"1/4 Race",0.567539267,"Med_Speed","01:15.7","max_verstappen",2,4,"red_bull","hungaroring","Wet",75650,1.003062889,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2021,1062,832,6,25168,55,15,3,"3",3,"15.018",27.22670157,37.82251309,"1/4 Race",0.567539267,"Med_Speed","01:16.6","sainz",4,2,"ferrari","hungaroring","Wet",76649,1.016308888,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
11,2021,1062,842,213,25170,10,5,5,"5",5,"+1:03.614",27.22670157,37.82251309,"1/4 Race",0.567539267,"Med_Speed","01:16.4","gasly",3,3,"alphatauri","hungaroring","Wet",76394,1.012927777,14,9,0.302444444,2.722,0.194428571,3.306392359,5.143277002,"Race"
13,2018,1001,1,131,24024,44,1,2,"2",2,"11.061",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:41.6","hamilton",3,2,"mercedes","spa","Dry",101553,1.00051231,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,20,6,24023,5,2,1,"1",1,"23:34.5",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:41.5","vettel",2,1,"ferrari","spa","Dry",101501,1,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,815,10,24027,11,4,5,"5",5,"+1:11.023",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:43.0","perez",1,5,"force_india","spa","Dry",103014,1.014906257,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,822,131,24026,77,19,4,"4",4,"+1:03.605",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:42.2","bottas",3,4,"mercedes","spa","Dry",102191,1.006797963,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,830,9,24025,33,7,3,"3",3,"31.372",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:42.6","max_verstappen",5,3,"red_bull","spa","Dry",102554,1.010374282,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,832,4,24033,55,14,11,"11",11,"\N",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:44.5","sainz",7,7,"renault","spa","Dry",104489,1.029438134,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,840,3,24035,18,17,13,"13",13,"\N",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:45.1","stroll",8,8,"williams","spa","Dry",105134,1.035792751,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2018,1001,842,5,24031,10,10,9,"9",9,"+1:45.892",17.32735849,27.89811321,"Dry",2.039622642,"Med_Speed","01:43.8","gasly",6,6,"toro_rosso","spa","Dry",103844,1.023083516,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,1,131,24447,44,3,2,"2",2,"0.981",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:43.3","hamilton",3,2,"mercedes","spa","Dry",103282,1.007442523,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,20,6,24449,5,2,4,"4",4,"26.422",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:43.0","vettel",1,4,"ferrari","spa","Dry",103037,1.005052722,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,8,51,24461,7,6,16,"16",16,"\N",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:44.1","raikkonen",7,8,"alfa","spa","Dry",104140,1.015811703,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,815,211,24451,11,7,6,"6",6,"+1:24.448",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:44.7","perez",5,5,"racing_point","spa","Dry",104706,1.021332631,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,822,131,24448,77,4,3,"3",3,"12.585",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:43.4","bottas",3,3,"mercedes","spa","Dry",103415,1.008739843,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,840,211,24455,18,16,10,"10",10,"+1:49.838",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:45.0","stroll",5,7,"racing_point","spa","Dry",105047,1.024658844,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,842,5,24454,10,13,9,"9",9,"+1:49.168",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:46.4","gasly",8,6,"toro_rosso","spa","Dry",106435,1.038197797,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2019,1022,844,6,24446,16,1,1,"1",1,"23:45.7",17.4,28.11916667,"Dry",2.035833333,"Med_Speed","01:42.5","leclerc",1,1,"ferrari","spa","Dry",102519,1,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,1,131,24746,44,1,1,"1",1,"24:08.8",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:41.3","hamilton",1,1,"mercedes","spa","Dry",101252,1,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,20,6,24758,5,14,13,"13",13,"+1:12.894",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:43.3","vettel",8,8,"ferrari","spa","Dry",103261,1.019841583,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,8,51,24757,7,16,12,"12",12,"+1:11.504",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:43.7","raikkonen",10,7,"alfa","spa","Dry",103743,1.024601983,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,815,211,24755,11,8,10,"10",10,"53.179",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:42.5","perez",4,6,"racing_point","spa","Dry",102532,1.012641726,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,822,131,24747,77,2,2,"2",2,"8.448",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:41.8","bottas",1,2,"mercedes","spa","Dry",101763,1.005046814,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,830,9,24748,33,3,3,"3",3,"15.455",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:41.8","max_verstappen",3,3,"red_bull","spa","Dry",101778,1.005194959,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,832,1,24765,55,7,NA,"W",20,"\N",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:42.4","sainz",4,10,"mclaren","spa","Dry",102438,1.011713349,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,840,211,24754,18,9,9,"9",9,"52.603",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:42.5","stroll",4,5,"racing_point","spa","Dry",102491,1.012236795,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,842,213,24753,10,12,8,"8",8,"47.371",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:42.7","gasly",7,4,"alphatauri","spa","Dry",102745,1.014745388,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2020,1037,844,6,24759,16,13,14,"14",14,"+1:14.920",18.56859504,29.82396694,"Dry",1.465289256,"Med_Speed","01:43.0","leclerc",8,9,"ferrari","spa","Dry",102996,1.017224351,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
13,2021,1063,1,131,25188,44,3,3,"3",3,"2.601",13.01241379,15.25862069,"3/4 Race",0.51137931,"Med_Speed","01:56.2","hamilton",3,2,"mercedes","spa","Wet",116229,1.001758242,14,11,0.395636364,4.352,0.310857143,2.527573529,3.216911765,"Race"
