raceId,driverId,circuitId,constructorId,resultId,number,grid,position,positionText,positionOrder,time,year,Air.Temp,Track.Temp,Rainfall,Wind.Speed,track_group,Fastest_Qual,driverRef,team_rank,final_position,constructorRef,circuitRef,Rainfall2,qualifying_mil,qualifying_dif
989,1,1,131,23783,44,1,2,2,2,5.036,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:21.2,hamilton,4,2,mercedes,albert_park,Dry,81164,1
989,20,1,6,23782,5,3,1,1,1,29:33.3,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:21.8,vettel,1,1,ferrari,albert_park,Dry,81838,1.008304174
989,8,1,6,23784,7,2,3,3,3,6.309,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:21.8,raikkonen,1,3,ferrari,albert_park,Dry,81828,1.008180967
989,815,1,10,23792,11,12,11,11,11,46.817,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:24.0,perez,7,7,force_india,albert_park,Dry,84005,1.035003203
989,822,1,131,23789,77,15,8,8,8,34.339,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:22.1,bottas,4,5,mercedes,albert_park,Dry,82089,1.011396678
989,830,1,9,23787,33,4,6,6,6,28.945,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:21.9,max_verstappen,3,4,red_bull,albert_park,Dry,81879,1.008809324
989,832,1,4,23791,55,9,10,10,10,45.722,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:23.1,sainz,6,6,renault,albert_park,Dry,83061,1.023372431
989,840,1,3,23795,18,13,14,14,14,+1:18.288,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:24.2,stroll,8,9,williams,albert_park,Dry,84230,1.037775368
989,844,1,15,23794,16,18,13,13,13,+1:15.759,2018,24.07747748,36.32432432,Minimal,3.691891892,Med_Speed,01:24.6,leclerc,9,8,sauber,albert_park,Dry,84636,1.042777586
990,1,3,131,23804,44,9,3,3,3,6.512,2018,27.98252427,32.19805825,Dry,0.958252427,Med_Speed,01:28.2,hamilton,2,3,mercedes,bahrain,Dry,88220,1.002978694
990,20,3,6,23802,5,1,1,1,1,32:01.9,2018,27.98252427,32.19805825,Dry,0.958252427,Med_Speed,01:28.0,vettel,1,1,ferrari,bahrain,Dry,87958,1
990,815,3,10,23817,11,12,16,16,16,\N,2018,27.98252427,32.19805825,Dry,0.958252427,Med_Speed,01:30.2,perez,6,8,force_india,bahrain,Dry,90156,1.024989199
990,822,3,131,23803,77,3,2,2,2,0.699,2018,27.98252427,32.19805825,Dry,0.958252427,Med_Speed,01:28.1,bottas,2,2,mercedes,bahrain,Dry,88124,1.001887264
990,832,3,4,23812,55,10,11,11,11,\N,2018,27.98252427,32.19805825,Dry,0.958252427,Med_Speed,01:29.8,sainz,5,5,renault,bahrain,Dry,89802,1.020964551
990,840,3,3,23815,18,20,14,14,14,\N,2018,27.98252427,32.19805825,Dry,0.958252427,Med_Speed,01:31.5,stroll,8,7,williams,bahrain,Dry,91503,1.040303327
